номер_опоры;материал_основания;горизонтальный/вертикальный;крепление_к;условный диаметр трубы;вылет;max вертик.нагрузка;исполнение;диапазон_диаметров;тип_опоры;кол-во_труб
H6.0.1-26.17(1);Металлоконструкции (швелер);Горизонтальный;Балка;125;3000;1.5;17;135-143;Подвижная опора;2
H6.0.1-26.18(1);Металлоконструкции (швелер);Горизонтальный;Балка;140;3000;1.5;18;145-155;Подвижная опора;2
H6.0.1-26.19(1);Металлоконструкции (швелер);Горизонтальный;Балка;150;3000;1.5;19;162-170;Подвижная опора;2
H6.0.1-26.20(1);Металлоконструкции (швелер);Горизонтальный;Балка;175;3000;2.4;20;195-205;Подвижная опора;2
H6.0.1-26.21(1);Металлоконструкции (швелер);Горизонтальный;Балка;200;3000;2.4;21;207-219;Подвижная опора;2
H6.0.1-26.22(1);Металлоконструкции (швелер);Горизонтальный;Балка;225;3000;2.4;22;248-255;Подвижная опора;2
H6.0.1-26.23(1);Металлоконструкции (швелер);Горизонтальный;Балка;250;3000;2.4;23;260-274;Подвижная опора;2
H6.0.1-26.1(2);Металлоконструкции (швелер);Горизонтальный;Балка;8;3000;0.6;1;ноя.15;Рядовая опора;2
H6.0.1-26.2(2);Металлоконструкции (швелер);Горизонтальный;Балка;10;3000;0.6;2;16-19;Рядовая опора;2
H6.0.1-26.3(2);Металлоконструкции (швелер);Горизонтальный;Балка;15;3000;0.6;3;20-24;Рядовая опора;2
H6.0.1-26.4(2);Металлоконструкции (швелер);Горизонтальный;Балка;20;3000;0.6;4;25-28;Рядовая опора;2
H6.0.1-26.5(2);Металлоконструкции (швелер);Горизонтальный;Балка;25;3000;0.6;5;32-35;Рядовая опора;2
H6.0.1-26.6(2);Металлоконструкции (швелер);Горизонтальный;Балка;32;3000;0.6;6;39-46;Рядовая опора;2
H6.0.1-26.7(2);Металлоконструкции (швелер);Горизонтальный;Балка;40;3000;0.6;7;48-53;Рядовая опора;2
H6.0.1-26.8(2);Металлоконструкции (швелер);Горизонтальный;Балка;50;3000;0.9;8;53-58;Рядовая опора;2
H6.0.1-26.9(2);Металлоконструкции (швелер);Горизонтальный;Балка;50;3000;0.9;9;60-65;Рядовая опора;2
H6.0.1-26.10(2);Металлоконструкции (швелер);Горизонтальный;Балка;60;3000;0.9;10;67-71;Рядовая опора;2
H6.0.1-26.11(2);Металлоконструкции (швелер);Горизонтальный;Балка;65;3000;0.9;11;74-80;Рядовая опора;2
H6.0.1-26.12(2);Металлоконструкции (швелер);Горизонтальный;Балка;70;3000;0.9;12;81-86;Рядовая опора;2
H6.0.1-26.13(2);Металлоконструкции (швелер);Горизонтальный;Балка;80;3000;0.9;13;88-94;Рядовая опора;2
H6.0.1-26.14(2);Металлоконструкции (швелер);Горизонтальный;Балка;90;3000;1;14;99-105;Рядовая опора;2
H6.0.1-26.15(2);Металлоконструкции (швелер);Горизонтальный;Балка;100;3000;1;15;108-116;Рядовая опора;2
H6.0.1-26.16(2);Металлоконструкции (швелер);Горизонтальный;Балка;110;3000;1.5;16;120-130;Рядовая опора;2
H6.0.1-26.17(2);Металлоконструкции (швелер);Горизонтальный;Балка;125;3000;1.5;17;135-143;Рядовая опора;2
H6.0.1-26.18(2);Металлоконструкции (швелер);Горизонтальный;Балка;140;3000;1.5;18;145-155;Рядовая опора;2
H6.0.1-26.19(2);Металлоконструкции (швелер);Горизонтальный;Балка;150;3000;1.5;19;162-170;Рядовая опора;2
H6.0.1-26.20(2);Металлоконструкции (швелер);Горизонтальный;Балка;175;3000;2.4;20;195-205;Рядовая опора;2
H6.0.1-26.21(2);Металлоконструкции (швелер);Горизонтальный;Балка;200;3000;2.4;21;207-219;Рядовая опора;2
